"eprintid","rev_number","eprint_status","userid","importid","source","dir","datestamp","lastmod","status_changed","type","succeeds","commentary","metadata_visibility","contact_email","latitude","longitude","relation_type","relation_uri","item_issues_id","item_issues_type","item_issues_description","item_issues_timestamp","item_issues_status","item_issues_reported_by","item_issues_resolved_by","item_issues_comment","item_issues_count","sword_depositor","sword_slug","creators_name.family","creators_name.given","creators_name.lineage","creators_name.honourific","creators_nim","creators_id","contributors_name.family","contributors_name.given","contributors_name.lineage","contributors_name.honourific","corp_creators","title","ispublished","subjects","divisions","full_text_status","monograph_type","pres_type","keywords","note","abstract","date","date_type","series","publication","volume","number","publisher","place_of_pub","pagerange","pages","event_title","event_location","event_dates","event_type","id_number","patent_applicant","institution","department","thesis_type","thesis_name","refereed","isbn","issn","book_title","editors_name.family","editors_name.given","editors_name.lineage","editors_name.honourific","editors_id","official_url","related_url_url","related_url_type","referencetext","funders","projects","output_media","num_pieces","composition_type","data_type","pedagogic_type","completion_time","task_purpose","skill_areas","copyright_holders","learning_level","gscholar_impact","gscholar_cluster","gscholar_datestamp"
"20811","21","archive","12",,,"disk0/00/02/08/11","2023-07-25 04:46:08","2023-09-26 07:44:36","2023-07-25 04:46:08","thesis",,,"show",,,,"","","","","","","","","","",,,,"Kurniawan","Puji","","","19.11.2632","","Cahyono","Nuri","","","Universitas AMIKOM Yogyakarta","{JALUR PROFESIONAL MAGANG} ANALISIS DAN IMPLEMENTASI UI/UX PADA WEBSITE DAN APLIKASI DI PT BARACIPTA ESA ENGINEERING","pub","000.000.005","if","restricted",,,"UI/UX, Design thinking, Analisis, Usability testing",,"Program Magang Bersertifikat Kampus Merdeka  di PT. Baracipta EsaEngineering merupakan program magang yang dikeluarkan oleh pihak
Kemendikbudristek melalui program Kampus Merdeka. Di PT. Baracipta EsaEngineering terdapat beberapa divisi untuk program magang ini salah satunya yaitu
UI/UX Designer. UI/UX Designer bertanggungjawab atas design baik dari userinterface ataupun user experience dalam pembuatan suatu produk digital,
melakukan reset pengguna dan testing produk.  
Pada proses pengujian ini menggunakan metode Design Thinking dalammenyusun projek ini karena metode tersebut merupakan metode yang kompleks dan
cocok untuk digunakan. Didapatkan banyak feedback dari hasil akhir penyusunan
desain yaitu dalam tahapan Usability Testing yang menghasilkan score 80.5 yang
termasuk dalam grade B. 
Pada Projek HR System penulis melakukan analisis perancangan kebutuhan
pada aplikasi dengan menggunakan teknologi terkini dalam dunia UI Designer dan
dilanjutkan dengan pengujian aplikasi kepada karyawan PT. Baracipta EsaEngineering. 
Pada projek RumahTinggal.id penulis melakukan pembuatan design
wireframe, mockup, redesain website RumahTinggal.id hingga pengujian aplikasiRumahTinggal.id. 
Pada projek Marketplace Estimator.id penulis melakukan pembuatan desain
wireframe, Mockup, dan analisis perancangan kebutuhan MarketplaceEstomator.id. 
Pada Projek Estimator.id Mobile penulis melakukan pembuatan desain
Mockup  dengan ketentuan sesuai dengan permintaan perusahaan.","2023-03-28","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"20702","20","archive","12",,,"disk0/00/02/07/02","2023-07-24 02:28:59","2023-07-24 02:28:59","2023-07-24 02:28:59","thesis",,,"show",,,,"","","","","","","","","","",,,,"Kurniawan","Rifki","","","19.11.3147","","Aziza","Rifda Faticha Alfa","","","Universitas AMIKOM Yogyakarta","{JALUR ARTIST} PERANCANGAN UI/UX APLIKASI KASIR BERBASIS MOBILE DI PT ANAK BANGSA CERDAS DIGITAL","pub","000.000.005","if","restricted",,,"Aplikasi penjualan, User Interface, User Experience, Kasir",,"Wabah penyakit Covid-19 telah membawa
perubahan besar di segala bidang kehidupan
manusia. Kondisi ini memaksa semua orang untuk
melakukan semua pekerjaan di rumah, bahkan di
dunia pendidikan. Untuk melanjutkan perkuliahan di
masa pandemi ini, ditetapkanlah perkuliahan daring.
Perkuliahan daring di masa pandemi Covid-19
menyebabkan penurunan produktivitas sehingga
menimbulkan keinginan positif untuk memperluas
pengetahuan dan kegiatan untuk meningkatkan
produktivitas. Selain meningkatkan produktivitas,
kuliah daring memunculkan beberapa kekhawatiran
bahwa ilmu yang diperoleh melalui kuliah daring
tidak dapat diterapkan dan bermanfaat dalam
kehidupan nyata. Oleh karena itu, penulis melamar
pekerjaan di beberapa perusahaan guna menambah
ilmu, kegiatan dan dapat mengaplikasikan ilmu yang
didapat di perkuliahan.","2023-03-20","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22172","24","archive","12",,,"disk0/00/02/21/72","2023-10-30 03:10:45","2023-10-30 03:10:45","2023-10-30 03:10:45","thesis",,,"show",,,,"","","","","","","","","","",,,,"Kurniawan","Rizal Andhika","","","18.11.2039","","Purwanto","Ibnu Hadi","","","Universitas AMIKOM Yogyakarta","IMPLEMENTASI TEKNIK MOTION TRACKING PADA PEMBUATAN VIDEO IKLAN NINGRATAN KOPI","pub","696","if","restricted",,,"Tempat kopi, Media promosi, Video promosi, Multimedia, Media sosial",,"Kedai Ningratan kopi adalah tempat kopi yang berasal dari Kota Klaten
yang berdiri sejakta hun 2018. Usaha kedai kopi ini menggunakan media sosial
untuk menarik konsumennya. Pada perkembamgan teknologi multimedia saat ini
tidak ada yang menyangkal pentingnya dalam masyarakat. Saat ini banyak orang
yang memanfaatkan sosial media sebagai media informasi dan media promosi
dalam upaya untuk mempromosikan produk dan jasa yang ditawarkan, karena
informasi informasi yang diciptakan oleh multimedia meliputi teks, grafik, animasi
audio dan video yang bersifat interaktif dan informasi yang menarik bagi pengguna
untuk memasarkan produknya sendiri. Mempertimbangkan fakta tersebut, maka
mendorong melakukan penelitian yang berjudul
Tracking Pada Pembuatan Video Iklan Ning
juga dapat bersaing dalam branding di sosial media. Pembuatan video ini bertujuan
untuk membantu memperkenalkan dan memperomosikan Kedai Ningratan Kopi,
sehingga promosi tersebut ajan efektif dan efisien dalam meningkatkan minat
pengunjung dan juga popularitasnya pada masyarakat yang lebih luas.","2023-07-27","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"20739","14","archive","12",,,"disk0/00/02/07/39","2023-07-24 07:16:15","2023-07-24 07:16:15","2023-07-24 07:16:15","thesis",,,"show",,,,"","","","","","","","","","",,,,"Kusdiyanto","Aditya Yulis","","","19.11.2795","","Pristyanto","Yoga","","","Universitas AMIKOM Yogyakarta","{JALUR SCIENTIST} MACHINE LEARNING MODELS FOR CLASSIFYING IMBALANCED CLASS DATASETS USING ENSEMBLE LEARNING","pub","000.000.005","if","restricted",,,"Imbalanced Class, Random Over-Sampling, Random Under-Sampling, SMOTE, Machine Learning",,,"2023-03-30","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"20242","24","archive","12",,,"disk0/00/02/02/42","2023-07-10 03:17:04","2023-07-10 03:17:04","2023-07-10 03:17:04","thesis",,,"show",,,,"","","","","","","","","","",,,,"Kusuma","Albert Deo Hesa","","","21.21.1539","","Sasongko","Theopilus Bayu","","","Universitas AMIKOM Yogyakarta","ANALISIS SENTIMEN TERHADAP RESESI DI MEDIA SOSIAL TWITTER MENGGUNAKAN METODE LSTM","pub","000.000.000A","if","restricted",,,"LSTM, Analisis sentimen, Twitter, Long short-term memory",,"Resesi adalah fenomena yang mempengaruhi kondisi ekonomi suatu negara 
dan berdampak pada kehidupan masyarakat. Dalam era digitalisasi, media
sosial menjadi platform utama bagi masyarakat untuk menyampaikan opini dan
memantau informasi terkait kondisi ekonomi, termasuk sentimen terhadap
resesi. Oleh karena itu, penelitian ini bertujuan untuk menganalisis sentimen
terhadap resesi di media sosial Twitter menggunakan metode Long Short-Term
Memory (LSTM).
Penelitian dilakukan dengan mengumpulkan data dari Twitter dengan
menggunakan kata kunci terkait resesi dan mengklasifikasikan sentimen
menjadi positif, negatif, atau netral. Metode LSTM digunakan untuk mengolah
data dan memprediksi sentimen yang muncul pada setiap tweet. Hasil penelitian
menunjukkan bahwa pengguna Twitter cenderung menyampaikan sentimen
negatif terhadap resesi, terutama pada masa-masa sulit ekonomi. Selain itu,
penelitian ini juga mengidentifikasi kata-kata kunci yang sering muncul dalam
tweet terkait resesi, seperti pengangguran, inflasi, dan kebijakan pemerintah.
Penelitian di awali dengan tahap text preprocessing yaitu  case folding,
tokenizing, filtering, stemming. Kemudian menghitung bobot tiap kata
menggunakan tokenizer. Metode analisis sentiment yang digunakan yaitu Long
Short-Term Memory(LSTM).
Penelitian ini dapat memberikan manfaat bagi pelaku bisnis dan pemerintah
dalam memantau sentimen publik terkait kondisi ekonomi dan memperoleh
wawasan yang lebih mendalam dalam menghadapi resesi. Selain itu, hasil
penelitian juga dapat menjadi acuan bagi penelitian selanjutnya dalam
pengembangan metode analisis sentimen menggunakan teknologi deep
learning. Hasil pengujian dari 1517 data menggunakan metode LSTM di
peroleh rata-rata recall 74%, precision 74% dan akurasi 99.72%.","2023-06-22","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22376","25","archive","12",,,"disk0/00/02/23/76","2023-11-01 03:37:17","2023-11-01 03:37:17","2023-11-01 03:37:17","thesis",,,"show",,,,"","","","","","","","","","",,,,"Kusuma","Ganang Andi","","","18.11.1880","","Nugraha","Bhanu Sri","","","Universitas AMIKOM Yogyakarta","PERANCANGAN DESAIN USER INTERFACE (UI) DAN USER EXPERIENCE (UX) WEBSITE SISTEM INFORMASI DESA SENDANGSARI MENGGUNAKAN METODE LEAN UX (Studi Kasus: Desa Sendangsari Panjangan Bantul)","pub","000.000.005","if","restricted",,,"Website, User interface, User experience, Lean UX",,"Sistem informasi Desa atau yang biasa disebut SID di Desa Sendangsari
Kecamatan Pajangan Bantul merupakan website yang disediakan oleh pemerintah
daerah Bantul yang dikhususkan untuk meningkatkan efisiensi dalam hal pelayanan
masyarakat. Aktivitas utama di kantor desa Sendangsari seperti pada umumnya
adalah kegiatan pelayanan kepada masyarakat, Adapun kegiatan pelayanan
masyarakat selama ini didukung melalui fasilitas website yang menyediakan berisi
berbagai informasi yang dibutuhkan oleh masyarakat dalam kebutuhan yang terkait
dengan pelayanan Desa.
Sebagaimana Sistem Informasi Desa pada umumnya, fitur yang tersedia
maupun tampilan  dari Sistem Informasi Desa yang dimiliki oleh Desa Sendangsari
Kecamatan Pajangan Bantul memiliki kualitas yang terbilang kurang baik dari segi
User Interface maupun User Experience sehingga hal tersebut membuat website
desa kurang dipahami serta kurang diminati oleh masyarakat. Minimnya fitur
pelayanan yang tersedia juga membuat segala bentuk pelayanan masyarakat masih
sepenuhnya dilakukan secara manual sehingga keberadaan Sistem Informasi Desa
selama ini tidak efektif dan efisien dalam membantu pemerintahan desa
Sendangsari dalam hal pelayanan masyarakat.
Berdasarkan masalah di atas maka pemerintah maupun masyarakat di Desa
Sendangsari Pajangan Bantul membutuhkan suatu website pelayanan desa yang
tidak hanya informatif namun interaktif serta memiliki kualitas yang baik dari User
Interface maupun User Experience sehingga peneliti melalui penelitian ini akan
melakukan perancangan terhadap desain UI/UX dari website Desa Sendangsari
menggunakan metode Lean UX dikarenakan metode ini memiliki kelebihan pada
tingkat kualitas serta keberhasilan yang tinggi. Adapun hasil dari perancangan ini
adalah sebuah prototype website yang siap untuk dikembangkan lebih lanjut.","2023-08-16","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23911","15","archive","12",,,"disk0/00/02/39/11","2024-02-21 02:51:40","2024-02-21 02:51:40","2024-02-21 02:51:40","thesis",,,"show",,,,"","","","","","","","","","",,,,"Kusuma","Satya Tegar","","","20.11.3708","","Sasongko","Theopillus Bayu","","","Universitas AMIKOM Yogyakarta","{JALUR SCIENTIST} OPTIMASI K-NEAREST NEIGHBOR DENGAN GRID SEARCH CV PADA PREDIKSI KANKER PARU-PARU","pub","000.000.000A","if","restricted",,,"K-Nearest, Grid Search CV, Kanker Paru-Paru",,,"2023-11-20","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"23911",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"000.000.005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21276","25","archive","12",,,"disk0/00/02/12/76","2023-09-07 06:27:19","2024-01-25 06:24:30","2023-09-07 06:27:19","thesis",,,"show",,,,"","","","","","","","","","",,,,"Kusuma","Septiyan Johan","","","18.11.1992","","Amrullah","Agit","","","Universitas AMIKOM Yogyakarta","PERANCANGAN DAN PEMBUATAN VIDEO PROMOSI TERBITH ROASTERY MENGGUNAKAN METODE MOTION GRAPHIC DAN LIVE SHOOT","pub","696","if","restricted",,,"Multimedia, Media Promotion, Motion Graphic, Liveshoot",,"Multimedia adalah salah satu teknologi infomasi produk. Multimedia juga
bisa sebagai sarana marketing. Sebagai sarana untuk promosi produk yang dijual
ke customer dengan memberikan sedikit gambaran kepada customer bagaimana
sebuah produk dibuat dengan harapan akan meningkatkan penjualan produk yang
dijual dalam hal ini adalah kopi yang sudah diroasting. Dan media untuk
mempromosikannya adalah sosial media yaitu instagram. Dimana instagram
membuat fitur yaitu reels dimana durasi video tidak sependek di instagram story
yaitu 15 detik. Di reels sendiri bisa mencapai 60 detik atau 1 menit. Dan video
promosi juga akan dibuat dengan durasi 15 detik di instagram story dan 1 menit 30
detik dipost instagram. Tujuan dari penelitian ini adalah untuk merancang dan
membuat video promosi Terbith Roastery menggunakan Motion Graphic dan
Metode Pemotretan Langsung. Penelitian ini menggunakan analisis SWOT metode
(Kekuatan, Kelemahan, Peluang, Ancaman) untuk pengumpulan data primer
dengan observasi dan wawancara, subjek penelitian bertanggung jawab atas
pengelolaan sinergi ruang kerja dan jaringan. hasilnya adalah aspek informasi yang
dapat disampaikan dengan hasil yang baik dan aspek tampilan dengan sangat baik
hasil. Manajemen waktu multimedia menjadi mudah proses divideo ini dari awal
sampai akhir agar diharapkan dapat menarik pelanggan untuk lebih tahu proses
roastery, lebih tahu tentang cara roasting kopi serta promosi dan informasi dapat
tersampaikan dengan baik kepada publik.","2023-07-31","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22636","24","archive","12",,,"disk0/00/02/26/36","2023-11-03 07:25:37","2023-11-03 07:25:37","2023-11-03 07:25:37","thesis",,,"show",,,,"","","","","","","","","","",,,,"Kusumandari","Della","","","19.11.3171","","Maulina","Dina","","","Universitas AMIKOM Yogyakarta","PERANCANGAN MEDIA PEMBELAJARAN METAMORFOSIS KUPU-KUPU MENGGUNAKAN TEKNIK MOTION GRAPHIC (Studi Kasus : SD Negeri Mancasan)","pub","696","if","restricted",,,"Motion graphic, Metamorfosis kupu-kupu, Video pembelajaran, Animasi, Multimedia",,,"2023-08-18","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"19985","40","archive","12",,,"disk0/00/01/99/85","2023-06-20 03:49:28","2023-07-26 04:46:59","2023-06-20 03:49:28","thesis",,,"show",,,,"","","","","","","","","","",,,,"Laila","Zurni","","","19.11.3131","","Cahyono","Nuri","","","Universitas AMIKOM Yogyakarta","{PROFESIONAL MAGANG} ANALISIS NILAI RMSE PADA DATA PESERTA TRAINING
MENGGUNAKAN METODE CRISP-DM","pub","000.000.000A","if","restricted",,,"Prediksi, Data Mining, CRISP-DM, RMSE, Estimasi.",,,"2023-02-23","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"23940","24","archive","12",,,"disk0/00/02/39/40","2024-02-21 04:11:38","2024-02-21 04:11:38","2024-02-21 04:11:38","thesis",,,"show",,,,"","","","","","","","","","",,,,"Langi","Yedida Indah Sary","","","17.11.1635","","Sulistiyono","Mulia","","","Universitas AMIKOM Yogyakarta","KLASIFIKASI TINGKAT KEMATANGAN SANGRAI KOPI
MENGGUNAKAN METODE CONVOLUTIONAL NEURAL
NETWORK (CNN)","pub","000.000.000A","if","restricted",,,"CNN, Biji Kopi, Machine Learning, Image Classification",,"Kopi salah satu komoditas terbesar dunia, juga melayani kebutuhan belahan
dunia lain, termasuk Indonesia, salah satu negara penghasil kopi terbesar di dunia.
Guna meningkatkan pangsa pasar dan produktivitas angka ekspor kopi Indonesia,
diperlukan  sistem teknis kualifikasi dan klasifikasi mutu  biji kopi yang efisien.
Saat ini, sistem teknologi yang efisien dan ekonomis untuk keberlanjutan industri
skala kecil, khususnya  industri kopi sangat dibutuhkan. Memanggang merupakan
proses terpenting yang menentukan kualitas dan rasa kopi. Namun, saat ini 
penelitian mengenai cara mengklasifikasikan kematangan biji  kopi secara efisien
dan akurat masih kurang. Oleh karena itu, dengan adanya sistem teknis berbasis
gambar dengan metode  CNN yang dapat diterapkan pada klasifikasi tingkat
kematangan biji kopi. Sistem teknologi ini dirancang untuk mengurangi terjadinya
human error pada  proses sertifikasi dan klasifikasi . Objek pada penelitian ini
berupa foto biji kopi yang telah disangrai, menyesuaikan level roast yang diangkat
dalam penelitian, dimana di penelitian ini menggunakan 4 jenis level roast yaitu
Light, Medium, Dark dan Green. Pada penelitian  ini  digunakan 15 citra biji kopi 
digunakan  sebagai testing  dari data 1200 citra biji  kopi yang di ambil dari kaggle
untuk digunakan  pada training  dataset. Proses pelatihan menggunakan
menggunakan 3 epoch yang berbeda memberikan hasil, dimana pada pengujian
menggunakan berapa jumlah epoch yang berbeda mulai dari 5, 10, 15. Dalam kasus
ini , yang paling optimal model untuk digunakan adalah model yang di train
sebanyak 10x dengan Tingkat akurasi 67% Benar dan 33% salah dengan mengetes
dan mencocokan hasil dengan model yang sudah di latih.","2023-12-21","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"20165","39","archive","12",,,"disk0/00/02/01/65","2023-07-08 01:31:31","2023-07-12 07:29:09","2023-07-08 01:31:31","thesis",,,"show",,,,"","","","","","","","","","",,,,"Latifah","Afifah Nur","","","19.11.2889","","Sulistiyono","Mulia","","","Universitas AMIKOM Yogyakarta","PREDIKSI CURAH HUJAN MENGGUNAKAN ALGORITMA REGRESI LINEAR BERGANDA","pub","000.000.000A","if","restricted",,,"Regresi Linear Berganda, Root Mean Square Error, Prediksi, Curah Hujan, Data Mining",,"Indonesia merupakan wilayah tropis yang memiliki perubahan cuaca tidak 
menentu. Akibatnya, diperlukan adanya prediksi cuaca sebagai penentu cuaca yang
akan terjadi kedepannya. Dengan dapat diperkirakan cuaca yang akan terjadi, dapat
segera dilakukan adanya pencegahan supaya tidak terjadi hal-hal yang tidak
diinginkan. Mengingat wilayah Yogyakarta merupakan wilayah yang memiliki
bentang alam pegunungan dan dataran rendah sehingga dapat menyebabkan
terjadinya curah hujan yang tidak sama diberbagai daerah. Kondisi curah hujan
yang tidak menentu di berbagai daerah inilah yang membuat sulitnya untuk
memprediksi cuaca.
Terdapat berbagai faktor yang berpengaruh terhadap curah hujan. Beberapa
parameter yang mempengaruhi terjadinya curah hujan yaitu temperatur suhu,
kelembaban, kecepatan angin, lama penyinaran matahari, dan arah. Dengan
berbagai parameter data tersebut maka dapat dilakukan penelitian dan dicocokkan
dengan prediksi cuaca sebelumnya sehingga menghasilkan prediksi curah hujan
yang paling akurat untuk hari ini. Prediksi curah hujan ini dilakukan menggunakan
algoritma Regresi Linear Berganda dimana curah hujan sebagai variabel dependen
serta suhu rata-rata, kelembaban rata-rata, lama penyinaran matahari, dan kecepatan
angin rata-rata sebagai variabel independen.
Pada penelitian ini dengan menggunakan data iklim wilayah Yogyakarta
tahun 2010 s.d. 2022 didapatkan hasil berupa nilai R2 Score sebesar 12,99%.
Prediksi curah hujan pada hari Kamis, 31 Desember 2020 diperoleh nilai prediksi
sebesar 14.41778516. Kemudian, pada metode evaluasi Root Mean Square Error
(RMSE) yang telah dilakukan terjadi adanya penyimpangan antara nilai prediksi
curah hujan dengan nilai curah hujan actual sebesar 14.783161105087215.","2023-05-17","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"20165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"000.000.005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21334","23","archive","12",,,"disk0/00/02/13/34","2023-09-08 02:16:15","2023-09-08 02:16:15","2023-09-08 02:16:15","thesis",,,"show",,,,"","","","","","","","","","",,,,"Likha","Andika Putra","","","21.21.1515","","Sofyan","Amir Fatah","","","Universitas AMIKOM Yogyakarta","PEMBUATAN ANIMASI “FIRST FLIGHT” MENGGUNAKAN TEKNIK ANIMASI HYBRID DENGAN BLENDER GREASE PENCIL","pub","696","if","restricted",,,"Animasi, 2D, 3D, Hybrid, Grease pencil",,"Animasi hybrid merupakan penggabungan animasi dengan menggunakan 2
media. Diantara media yang bisa dipakai menggunakan 2D, 3D, stop motion, dan
bahkan live-action. Kemudian, kedua media ini dikomposisikan menjadi satu
bagian animasi. Media yang paling umum digunakan adalah media 2D dan media
3D. Awai mula, penggabungan animasi hybrid ini dilakukan sebagai sebuah solusi
untuk masalah yang ditemui dalam pembuatan animasi 2D. Dengan menggunakan
bantuan media 3D, kendala yang dihadapi membuat pengerjaan animasi semakin 
mud ah. 
Penelitian ini menggunakan teknik animasi hybrid, yang dikerjakan dengan 
software aplikasi Blender, melalui sebuah alat yang dinamakan Grease Pencil. 
Grease Pencil adalah sebuah alat objek dimana membolehkan untuk menggambar
pada ruang 3D. Penggunaan Grease Pencil memudahkan untuk pengerjaan animasi 
dalam satu workspace, tanpa perlu menggunakan berbagai macam software aplikasi 
lain. 
Hasil dari penelitian ini diharapkan dapat membantu untuk memecahkan
sebuah masalah bagi animator lain dalam membuat sebuah animasi 2D, animasi 3D
maupun animasi dengan teknik hybrid lai.J.mya.","2023-07-31","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22042","25","archive","12",,,"disk0/00/02/20/42","2023-10-26 07:26:38","2024-02-06 04:30:32","2023-10-26 07:26:38","thesis",,,"show",,,,"","","","","","","","","","",,,,"Limbong","Togar Sukmo Joyo","","","16.11.0837","","Satya","Barka","","","Universitas AMIKOM Yogyakarta","SISTEM INFORMASI BUKU INDUK SISWA SMKN 1 TAPIN SELATAN BERBASIS WEB","pub","000.000.003","if","restricted",,,"Buku Induk Siswa, Aplikasi, Sistem, Website, Teknologi Informasi",,"SMK Negeri 1 Tapin Selatan berlokasi di desa Sawang, tepatnya di Jalan
Sragen, kecamatan Tapin Selatan, kabupaten Tapin. SMK Negeri 1 Tapin Selatan
dari awal berdirinya pada tanggal 28 Desember 1986 sampai sekarang telah banyak
mengukir prestasi baik tingkat kabupaten maupun nasional, dengan peningkatan
jumlah calon siswa yang mendaftar setiap tahunnya. Buku induk siswa yang berasal
dari Dinas Pendidikan berisikan data pokok siswa selama bersekolah menjadi
kendala yang harus dihadapi oleh pihak sekolah. Karna sistem pencacatan buku
induk siswa yang masih manual dan masih menggunakan kertas sebagai media
penyimpanan serta pencatatan data pokok siswa. Saat proses pengolahan buku
induk siswa memiliki beberapa kendala yang dialami oleh pihak sekolah setiap
tahunnya, antara lain dokumen rentan hilang, rusak, dan membutuhkan tempat
penyimpanan yang sangat memakan banyak ruang. Selain itu proses dalam
pencatatan dan pencarian data membutuhkan tenaga lebih dan juga waktu yang
lama karena harus mencari satu – persatu dai tumpukan – tumpukan dokumen
terlebih dahulu. Untuk mengatasi permasalahan tersebut diperlukan suatu aplikasi
sistem buku induk siswa. Perkembangan teknologi yang sangat cepat terutama
teknologi informasi pada zaman sekarang dapat memudahkan menyimpan dan
mengolah informasi. Salah satu teknologi tersebut adalah website. Aplikasi ini akan
dibuat berbasis website yang akan lebih mudah diakses, sehingga pihak sekolah
terutama bagian staff Tata Usaha maupun Siswa, dapat menggunakan aplikasi
tersebut sesuai dengan kebutuhan. Dengan semua fitur pada aplikasi yang dapat
memudahkan proses pencatatan yang ada, sehingga dapat mempercepat dalam
pencarian data pada SMK Negeri 1 Tapin Selatan sehingga kegiatan proses buku
induk yang ada dapat berjalan dengan lancar.","2023-07-25","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22042",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"000.000.005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20195","24","archive","12",,,"disk0/00/02/01/95","2023-07-08 03:18:56","2023-07-13 07:50:21","2023-07-08 03:18:56","thesis",,,"show",,,,"","","","","","","","","","",,,,"Lumantouw","Samuel Aldi","","","18.11.2050","","Saputro","Uyock Anggoro","","","Universitas AMIKOM Yogyakarta","ANALISIS EFEKTIVITAS PENGGUNAAN NETWORK
ATTACHED STORAGE (NAS) DENGAN RASPBERRY PI PADA
CLOUD STORAGE RUMAHAN","pub","000.000.000A","if","restricted",,,"Network Attached Storage, PPDIOO, Penyimpanan data",,"Setiap orang memiliki dokumen maupun file-file yang penting untuk
disimpan. Maka dari itu dibutuhkan suatu sistem penyimpanan data yang dapat
melayani kebutuhan data secara cepat serta fleksibel dan dapat di akses melalui
jaringan lokal, salah satunya dengan menggunakan sistem Network Attached
Storage (NAS). Metode yang digunakan dalam membangun NAS pada penelitian
ini berdasar pada metode PPDIOO.
Hasil pengujian dari sistem yang sudah dibuat penulis, mendapatkan hasil
yang baik dari segi upload dan download. Tidak didapati kecacatan pada data yang
sudah dilakukan pengujian pada NAS.","2023-03-30","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"20195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"000.000.005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
